region_schema,region_parent,region_child,agerange,2020-05-03,2020-06-10,2020-06-30,2020-07-02,2020-07-06,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-24,2020-08-31,2020-09-07,2020-09-14,2020-09-21,2020-09-28,2020-10-05,2020-10-12,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02
pt_municipality,pt,lagos,,,,78,,86,95,95,95,95,101,101,101,101,101,101,101,102,102,102,102,102,102,102,103,103,103,118,118,118,118,118,118,118,126,128,132,135,139,180,193,198,221,89,55,55,55,55,55,55,61,61,61,61,61
pt_municipality,pt,lajes das flores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,lajes do pico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,0
pt_municipality,pt,lamego,,,,40,,41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43,43,43,43,43,43,43,43,43,43,44,45,45,46,48,51,54,55,60,229,219,219,219,219,219,219,196,196,196,196,196
pt_municipality,pt,leiria,,,,110,,117,131,131,131,131,139,139,139,139,139,139,139,148,148,148,148,148,148,148,151,151,151,156,156,156,156,156,156,156,165,187,202,214,222,244,271,281,296,509,585,585,585,585,585,585,725,725,725,725,725
pt_municipality,pt,lisboa,,,,3502,,3645,4084,4084,4084,4084,4240,4240,4240,4240,4240,4240,4240,4408,4408,4408,4408,4408,4408,4408,4562,4562,4562,4691,4691,4691,4691,4691,4691,4691,4822,4944,5087,5295,5602,6050,6517,6965,7460,2700,2639,2639,2639,2639,2639,2639,2593,2593,2593,2593,2593
pt_municipality,pt,loulé,,,,78,,79,87,87,87,87,102,102,102,102,102,102,102,114,114,114,114,114,114,114,119,11,119,125,125,125,125,125,125,125,139,145,164,186,193,203,220,260,287,150,168,168,168,168,168,168,149,149,149,149,149
pt_municipality,pt,loures,,,,1827,,1910,2088,2088,2088,2088,2197,2197,2197,2197,2197,2197,2197,2284,2284,2284,2284,2284,2284,2284,2358,2358,2358,2413,2413,2413,2413,2413,2413,2413,2457,2503,2539,2612,2759,2913,3092,3357,3594,1026,716,716,716,716,716,716,1004,1004,1004,1004,1004
pt_municipality,pt,lourinhã,,,,18,,18,22,22,22,22,22,22,22,22,22,22,22,24,24,24,24,24,24,24,30,30,30,32,32,32,32,32,32,32,37,41,40,41,41,45,51,53,58,56,98,98,98,98,98,98,120,120,120,120,120
pt_municipality,pt,lousada,,,,347,,347,349,349,349,349,351,351,351,351,351,351,351,351,351,351,351,351,351,351,356,356,356,358,358,358,358,358,358,358,366,371,,442,500,512,537,601,660,456,297,297,297,297,297,297,196,196,196,196,196
pt_municipality,pt,lousã,,,,21,,21,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,25,25,,26,27,28,28,29,32,81,46,46,46,46,46,46,45,45,45,45,45
pt_municipality,pt,macedo de cavaleiros,,,,26,,28,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,42,53,53,62,71,73,84,97,101,74,50,50,50,50,50,50,101,101,101,101,101
pt_municipality,pt,machico,,,,,,,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8,9,10,10,14,17,21,21,21,21,21,21,41,41,41,41,41
pt_municipality,pt,madalena,,,,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,1,0,0,0,0,0,0,2,2,2,2,2
pt_municipality,pt,mafra,,,,223,,253,341,341,341,341,373,373,373,373,373,373,373,401,401,401,401,401,401,401,428,428,428,457,457,457,457,457,457,457,474,483,496,517,553,583,606,633,670,268,299,299,299,299,299,299,305,305,305,305,305
pt_municipality,pt,maia,,,,950,,950,946,946,946,946,957,957,957,957,957,957,957,963,963,963,963,963,963,963,970,970,970,974,974,974,974,974,974,974,985,991,1001,1020,1054,1095,1115,1167,1237,903,820,820,820,820,820,820,702,702,702,702,702
pt_municipality,pt,mangualde,,,,78,,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,79,78,80,80,80,84,88,89,93,36,44,44,44,44,44,44,100,100,100,100,100
pt_municipality,pt,manteigas,,,,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,9,11,11,11,11,11,11,23,23,23,23,23
pt_municipality,pt,marco de canaveses,,,,112,,112,114,114,114,114,117,117,117,117,117,117,117,118,118,118,118,118,118,118,118,118,118,119,119,119,119,119,119,119,122,124,133,152,159,166,184,189,230,372,404,404,404,404,404,404,363,363,363,363,363
pt_municipality,pt,marinha grande,,,,20,,20,28,28,28,28,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,33,33,33,33,33,33,33,33,33,34,35,36,43,54,58,70,114,118,118,118,118,118,118,123,123,123,123,123
pt_municipality,pt,marvão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,63,86,86,86,86,86,86,72,72,72,72,72
pt_municipality,pt,matosinhos,,,,1292,,1292,1304,1304,1304,1304,1313,1313,1313,1313,1313,1313,1313,1316,1316,1316,1316,1316,1316,1316,1325,1325,1325,1332,1332,1332,1332,1332,1332,1332,1345,1352,1394,1426,1460,1510,1538,1570,1681,1145,1001,1001,1001,1001,1001,1001,879,879,879,879,879
pt_municipality,pt,mação,,,,5,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,12,12,12,19,19,19,19,19,19,19,22,23,23,24,24,30,33,37,37,15,6,6,6,6,6,6,7,7,7,7,7
pt_municipality,pt,mealhada,,,,18,,22,23,23,23,23,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,28,28,28,29,29,29,31,34,38,84,115,115,115,115,115,115,122,122,122,122,122
pt_municipality,pt,melgaço,,,,67,,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,68,68,67,68,70,14,11,11,11,11,11,11,13,13,13,13,13
pt_municipality,pt,mesão frio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,15,15,15,15,13,25,25,25,25,25,25,25,25,25,25,25
pt_municipality,pt,mira,,,,6,,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,45,37,37,37,37,37,37,38,38,38,38,38
pt_municipality,pt,miranda do corvo,,,,17,,17,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,22,23,24,24,26,30,31,32,32,111,84,84,84,84,84,84,82,82,82,82,82
pt_municipality,pt,miranda do douro,,,,8,,8,44,44,44,44,54,54,54,54,54,54,54,56,56,56,56,56,56,56,59,59,59,61,61,61,61,61,61,61,63,63,63,63,62,66,68,70,70,39,50,50,50,50,50,50,62,62,62,62,62
pt_municipality,pt,mirandela,,,,21,,21,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,23,28,33,35,39,44,50,102,87,87,87,87,87,87,94,94,94,94,94
pt_municipality,pt,mogadouro,,,,5,,6,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,12,13,17,19,20,20,25,35,17,23,23,23,23,23,23,34,34,34,34,34
pt_municipality,pt,moimenta da beira,,,,15,,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,17,25,25,26,29,10,31,31,31,31,31,31,20,20,20,20,20
pt_municipality,pt,moita,,,,305,,318,365,365,365,365,406,406,406,406,406,406,406,431,431,431,431,431,431,431,443,443,443,457,457,457,457,457,457,457,476,481,493,505,525,561,607,643,656,329,420,420,420,420,420,420,418,418,418,418,418
pt_municipality,pt,monchique,,,,8,,12,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,17,5,7,7,7,7,7,7,6,6,6,6,6
pt_municipality,pt,mondim de basto,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,6,6,6,185,120,120,120,120,120,120,101,101,101,101,101
pt_municipality,pt,monforte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,37,37,37,37,37,37,39,39,39,39,39
pt_municipality,pt,montalegre,,,,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,44,74,44,52,52,52,52,52,52,85,85,85,85,85
pt_municipality,pt,montemor-o-novo,,,,9,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,33,40,45,48,56,67,71,75,80,117,117,117,117,117,117,117,102,102,102,102,102
pt_municipality,pt,montemor-o-velho,,,,30,,30,30,30,30,30,36,36,36,36,36,36,36,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,38,38,38,38,48,58,65,74,74,90,85,85,85,85,85,85,111,111,111,111,111
pt_municipality,pt,montijo,,,,163,,171,183,183,183,183,193,193,193,193,193,193,193,197,197,197,197,197,197,197,201,201,201,205,205,205,205,205,205,205,213,215,220,224,231,244,257,274,289,299,363,363,363,363,363,363,266,266,266,266,266
pt_municipality,pt,monção,,,,118,,118,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,113,113,113,114,114,114,114,114,114,114,115,116,116,122,124,128,130,131,133,69,91,91,91,91,91,91,103,103,103,103,103
pt_municipality,pt,mora,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,5,5,5,5,5,5,5,36,57,58,59,59,64,64,64,64,2,8,8,8,8,8,8,73,73,73,73,73
pt_municipality,pt,mortágua,,,,11,,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,78,118,118,118,118,118,118,101,101,101,101,101
pt_municipality,pt,moura,,,,71,,71,79,79,79,79,82,82,82,82,82,82,82,94,94,94,94,94,94,94,108,108,108,111,111,111,111,111,111,111,111,111,114,115,115,117,118,118,120,5,8,8,8,8,8,8,10,10,10,10,10
pt_municipality,pt,mourão,,,,,,,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,30,44,44,44,44,44,44,56,56,56,56,56
pt_municipality,pt,murtosa,,,,20,,20,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,25,25,25,26,26,26,27,62,75,75,75,75,75,75,72,72,72,72,72
pt_municipality,pt,murça,,,,20,,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,22,22,22,26,29,29,29,29,29,29,21,21,21,21,21
pt_municipality,pt,mértola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,5,6,18,45,45,45,45,45,45,49,49,49,49,49
pt_municipality,pt,mêda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,8,9,5,5,5,5,5,5,5,5,5,5,5
pt_municipality,pt,nazaré,,,,6,,6,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,14,16,18,19,22,25,28,28,18,19,19,19,19,19,19,17,17,17,17,17
pt_municipality,pt,nelas,,,,22,,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,25,28,32,36,36,36,74,111,111,111,111,111,111,74,74,74,74,74
pt_municipality,pt,nisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,74,27,27,27,27,27,27,39,39,39,39,39
pt_municipality,pt,nordeste,,,,32,,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,39,39,39,39,39,39,39,39,4,3,3,3,3,3,3,0,0,0,0,0
pt_municipality,pt,odemira,,,,15,,15,20,20,20,20,20,20,20,20,20,20,20,26,26,26,26,26,26,26,30,30,30,34,34,34,34,34,34,34,35,38,42,55,64,69,73,82,104,116,106,106,106,106,106,106,120,120,120,120,120
pt_municipality,pt,odivelas,,,,1101,,1183,1349,1349,1349,1349,1425,1425,1425,1425,1425,1425,1425,1512,1512,1512,1512,1512,1512,1512,1573,1573,1573,1613,1613,1613,1613,1613,1613,1613,1657,1749,1806,1873,1961,2092,2209,2366,2486,725,688,688,688,688,688,688,613,613,613,613,613
pt_municipality,pt,oeiras,,,,795,,852,969,969,969,969,1030,1030,1030,1030,1030,1030,1030,1073,1073,1073,1073,1073,1073,1073,1104,1104,1104,1157,1157,1157,1157,1157,1157,1157,1208,1258,1300,1365,1483,1605,1725,1828,1941,564,564,564,564,564,564,564,649,649,649,649,649
pt_municipality,pt,oleiros,,,,3,,3,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,12,2,2,2,2,2,2,5,5,5,5,5
pt_municipality,pt,olhão,,,,19,,23,25,25,25,25,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,29,29,28,28,28,28,28,28,28,28,29,32,36,38,47,51,61,71,58,70,70,70,70,70,70,90,90,90,90,90
pt_municipality,pt,oliveira de azeméis,,,,218,,218,218,218,218,218,219,219,219,219,219,219,219,220,220,220,220,220,220,220,223,223,223,224,224,224,224,224,224,224,225,225,240,255,265,282,303,323,340,587,648,648,648,648,648,648,413,413,413,413,413
pt_municipality,pt,oliveira de frades,,,,12,,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,18,18,20,21,25,27,28,11,18,18,18,18,18,18,20,20,20,20,20
pt_municipality,pt,oliveira do bairro,,,,50,,53,74,74,74,74,79,79,79,79,79,79,79,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,81,82,82,82,82,83,84,87,90,131,76,76,76,76,76,76,89,89,89,89,89
pt_municipality,pt,oliveira do hospital,,,,28,,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,31,34,39,39,42,82,117,117,117,117,117,117,153,153,153,153,153
pt_municipality,pt,ourique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,39,40,40,6,2,2,2,2,2,2,1,1,1,1,1
pt_municipality,pt,ourém,,,,58,,75,82,82,82,82,86,86,86,86,86,86,86,92,92,92,92,92,92,92,93,93,93,93,93,93,93,93,93,93,93,93,94,95,95,109,115,124,134,119,124,124,124,124,124,124,129,129,129,129,129
pt_municipality,pt,ovar,,,,690,,690,698,698,698,698,702,702,702,702,702,702,702,704,704,704,704,704,704,704,705,705,705,707,707,707,707,707,707,707,710,711,714,717,720,726,736,747,759,376,279,279,279,279,279,279,238,238,238,238,238
pt_municipality,pt,palmela,,,,64,,69,79,79,79,79,83,83,83,83,83,83,83,85,85,85,85,85,85,8,90,90,90,94,94,94,94,94,94,94,95,97,103,107,118,130,152,163,199,215,278,278,278,278,278,278,249,249,249,249,249
pt_municipality,pt,pampilhosa da serra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,17,9,9,9,9,9,9,14,14,14,14,14
pt_municipality,pt,paredes,,,,356,,358,361,361,361,361,363,363,363,363,363,363,363,364,364,364,364,364,364,364,368,368,368,373,373,373,373,373,373,373,376,390,412,436,461,508,557,585,650,667,581,581,581,581,581,581,511,511,511,511,511
pt_municipality,pt,paredes de coura,,,,7,,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,10,10,10,11,17,14,14,14,14,14,14,12,12,12,12,12
pt_municipality,pt,paços de ferreira,,,,315,,326,373,373,373,373,375,375,375,375,375,375,375,380,380,380,380,380,380,380,386,386,386,393,393,393,393,393,393,393,415,427,436,467,495,507,544,614,738,399,288,288,288,288,288,288,224,224,224,224,224
pt_municipality,pt,pedrógão grande,,,,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,14,14,14,14,14
pt_municipality,pt,penacova,,,,22,,22,24,24,24,24,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26,26,33,33,33,33,33,33,33,33,33,33,33,44,65,68,72,74,94,73,73,73,73,73,73,73,73,73,73,73
pt_municipality,pt,penafiel,,,,181,,185,189,189,189,189,190,190,190,190,190,190,190,192,192,192,192,192,192,192,195,195,195,201,201,201,201,201,201,201,210,224,248,275,307,350,366,368,390,542,402,402,402,402,402,402,354,354,354,354,354
pt_municipality,pt,penalva do castelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,13,13,13,13,13,13,10,10,10,10,10
pt_municipality,pt,penamacor,,,,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,12,12,18,30,80,80,80,80,80,80,98,98,98,98,98
pt_municipality,pt,penedono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,9,9,9,9,9,14,14,14,14,14
pt_municipality,pt,penela,,,,6,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,8,14,19,19,19,19,19,19,20,20,20,20,20
pt_municipality,pt,peniche,,,,44,,47,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,51,51,51,51,51,51,51,51,51,51,51,51,53,54,63,68,76,84,112,112,107,107,107,107,107,107,111,111,111,111,111
pt_municipality,pt,peso da régua,,,,66,,66,68,68,68,68,69,69,69,69,69,69,69,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,72,72,72,72,72,73,74,74,77,43,99,99,99,99,99,99,133,133,133,133,133
pt_municipality,pt,pinhel,,,,23,,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,31,91,131,131,131,131,131,131,92,92,92,92,92
pt_municipality,pt,pombal,,,,80,,81,87,87,87,87,87,87,87,87,87,87,87,90,90,90,90,90,90,90,94,94,94,96,96,96,96,96,96,96,98,99,97,101,116,132,142,153,157,146,177,177,177,177,177,177,183,183,183,183,183
pt_municipality,pt,ponta delgada,,,,11,,11,13,13,13,13,19,19,19,19,19,19,19,20,20,20,20,20,20,20,22,22,22,28,28,28,28,28,28,28,28,28,30,29,30,30,31,31,31,90,69,69,69,69,69,69,59,59,59,59,59
pt_municipality,pt,ponta do sol,,,,6,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,8,8,9,3,3,3,3,3,3,3,1,1,1,1,1
pt_municipality,pt,ponte da barca,,,,6,,6,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,14,18,24,27,29,31,31,55,74,74,74,74,74,74,102,102,102,102,102
pt_municipality,pt,ponte de lima,,,,33,,33,33,33,33,33,34,34,34,34,34,34,34,35,35,35,35,35,35,35,35,35,35,36,36,36,36,36,36,36,39,39,44,47,57,64,66,74,81,251,227,227,227,227,227,227,198,198,198,198,198
pt_municipality,pt,portalegre,,,,11,,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,10,25,42,44,44,44,212,193,193,193,193,193,193,196,196,196,196,196
pt_municipality,pt,portel,,,,6,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,5,5,5,5,5,5,12,12,12,12,12
pt_municipality,pt,portimão,,,,81,,83,95,95,95,95,101,101,101,101,101,101,101,104,104,104,104,104,104,104,109,109,109,118,118,118,118,118,118,118,122,130,132,141,146,151,163,199,217,190,137,137,137,137,137,137,99,99,99,99,99
pt_municipality,pt,porto,,,,1414,,1414,1427,1427,1427,1427,1437,1437,1437,1437,1437,1437,1437,1447,1447,1447,1447,1447,1447,1447,1466,1466,1466,1492,1492,1492,1492,1492,1492,1492,1513,1545,1585,1617,1661,1732,1802,1957,2320,1473,1352,1352,1352,1352,1352,1352,1144,1144,1144,1144,1144
pt_municipality,pt,porto de mós,,,,18,,18,20,20,20,20,21,21,21,21,21,21,21,22,22,22,22,22,22,22,24,24,24,25,25,25,25,25,25,25,26,26,27,28,38,42,50,60,63,80,143,143,143,143,143,143,165,165,165,165,165
pt_municipality,pt,porto moniz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1
pt_municipality,pt,porto santo,,,,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,8,8,8,8,8,9,0,1,1,1,1,1,1,1,1,1,1,1
pt_municipality,pt,povoação,,,,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,22,4,4,4,4,4,4,5,5,5,5,5
pt_municipality,pt,proença-a-nova,,,,3,,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,12,11,11,11,11,11,11,9,9,9,9,9
pt_municipality,pt,póvoa de lanhoso,,,,71,,71,70,70,70,70,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,75,75,75,75,75,75,75,76,81,85,93,112,120,131,141,155,259,241,241,241,241,241,241,205,205,205,205,205
pt_municipality,pt,póvoa de varzim,,,,163,,172,184,184,184,184,190,190,190,190,190,190,190,197,197,197,197,197,197,197,213,213,213,242,242,242,242,242,242,242,284,319,365,405,469,537,585,607,656,775,715,715,715,715,715,715,593,593,593,593,593
pt_municipality,pt,redondo,,,,8,,11,14,14,14,14,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,18,18,18,18,19,29,35,36,39,5,5,5,5,5,5,5,7,7,7,7,7
pt_municipality,pt,reguengos de monsaraz,,,,123,,132,155,155,155,155,155,155,155,155,155,155,155,154,154,154,154,154,154,154,155,155,155,,157,157,157,157,157,157,157,159,162,166,168,174,179,181,183,32,24,24,24,24,24,24,10,10,10,10,10
pt_municipality,pt,resende,,,,65,,65,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,65,65,65,66,66,66,66,66,66,66,66,66,66,66,66,66,66,69,74,58,56,56,56,56,56,56,48,48,48,48,48
pt_municipality,pt,ribeira brava,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,5,5,5,5,7,8,10,0,5,5,5,5,5,5,9,9,9,9,9
pt_municipality,pt,ribeira de pena,,,,3,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,7,11,15,15,15,15,15,15,28,28,28,28,28
pt_municipality,pt,ribeira grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5,5,5,5,5,109,149,149,149,149,149,149,144,144,144,144,144
pt_municipality,pt,rio maior,,,,27,,28,29,29,29,29,31,31,31,31,31,31,31,33,33,33,33,33,33,33,34,34,34,35,35,35,35,35,35,35,36,40,43,43,46,54,65,69,69,137,84,84,84,84,84,84,107,107,107,107,107
pt_municipality,pt,sabrosa,,,,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,7,9,20,20,20,20,20,20,20,20,20,20,20
pt_municipality,pt,sabugal,,,,3,,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,8,11,45,76,76,76,76,76,76,92,92,92,92,92
pt_municipality,pt,salvaterra de magos,,,,20,,20,20,20,20,20,21,21,21,21,21,21,21,22,22,22,22,22,22,22,28,28,28,28,28,28,28,28,28,28,28,30,34,34,37,40,42,46,51,48,74,74,74,74,74,74,69,69,69,69,69
pt_municipality,pt,santa comba dão,,,,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,11,11,11,11,11,11,12,12,13,18,19,22,22,23,23,20,28,28,28,28,28,28,37,37,37,37,37
pt_municipality,pt,santa cruz,,,,5,,5,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,11,12,16,23,25,26,33,38,41,51,51,51,51,51,51,59,59,59,59,59
pt_municipality,pt,santa cruz da graciosa,,,,5,,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,1,1,1,1,1,1,1,1,1,1
pt_municipality,pt,santa cruz das flores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
pt_municipality,pt,santa maria da feira,,,,503,,518,581,581,581,581,593,593,593,593,593,593,593,604,604,604,604,604,604,604,617,617,617,625,625,625,625,625,625,625,630,638,657,680,703,720,761,784,811,1318,1036,1036,1036,1036,1036,1036,871,871,871,871,871
pt_municipality,pt,santa marta de penaguião,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,9,9,9,9,9,10,10,42,69,69,69,69,69,69,42,42,42,42,42
pt_municipality,pt,santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,6,6,6,6,6
pt_municipality,pt,santarém,,,,179,,181,183,183,183,183,189,189,189,189,189,189,189,204,204,204,204,204,204,204,208,208,208,211,211,211,211,211,211,211,215,221,260,287,314,345,369,385,398,213,251,251,251,251,251,251,289,289,289,289,289
pt_municipality,pt,santiago do cacém,,,,23,,25,25,25,25,25,34,34,34,34,34,34,34,35,35,35,35,35,35,35,38,38,38,38,38,38,38,38,38,38,38,40,40,42,84,104,109,109,111,39,31,31,31,31,31,31,27,27,27,27,27
