region_schema,region_parent,region_child,agerange,2020-05-03,2020-05-06,2020-05-22,2020-06-10,2020-06-30,2020-07-02,2020-07-06,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-24
pt_municipality,pt,paredes,,,,,,356,,358,361,361,361,361,363,363,363,363,363,363,363,364,364,364,364,364,364,364,368,368,368,373,373,373,373,373,373,373,376,390
pt_municipality,pt,paredes de coura,,,,,,7,,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
pt_municipality,pt,paços de ferreira,,,,,,315,,326,373,373,373,373,375,375,375,375,375,375,375,380,380,380,380,380,380,380,386,386,386,393,393,393,393,393,393,393,415,427
pt_municipality,pt,pedrógão grande,,,,,,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pt_municipality,pt,penacova,,,,,,22,,22,24,24,24,24,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26,26,33,33,33,33,33,33,33,33,33
pt_municipality,pt,penafiel,,,,,,181,,185,189,189,189,189,190,190,190,190,190,190,190,192,192,192,192,192,192,192,195,195,195,201,201,201,201,201,201,201,210,224
pt_municipality,pt,penamacor,,,,,,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
pt_municipality,pt,penela,,,,,,6,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7
pt_municipality,pt,peniche,,,,,,44,,47,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,51,51,51,51,51,51,51,51,51,51,51,51
pt_municipality,pt,peso da régua,,,,,,66,,66,68,68,68,68,69,69,69,69,69,69,69,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,72,72
pt_municipality,pt,pinhel,,,,,,23,,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
pt_municipality,pt,pombal,,,,,,80,,81,87,87,87,87,87,87,87,87,87,87,87,90,90,90,90,90,90,90,94,94,94,96,96,96,96,96,96,96,98,99
pt_municipality,pt,ponta delgada,,,,,,11,,11,13,13,13,13,19,19,19,19,19,19,19,20,20,20,20,20,20,20,22,22,22,28,28,28,28,28,28,28,28,28
pt_municipality,pt,ponta do sol,,,,,,6,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
pt_municipality,pt,ponte da barca,,,,,,6,,6,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12
pt_municipality,pt,ponte de lima,,,,,,33,,33,33,33,33,33,34,34,34,34,34,34,34,35,35,35,35,35,35,35,35,35,35,36,36,36,36,36,36,36,39,39
pt_municipality,pt,ponte de sor,,,,,,5,,5,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,12,12,12,13,13,13,13,13,13,13,13,14
pt_municipality,pt,portalegre,,,,,,11,,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9
pt_municipality,pt,portel,,,,,,6,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
pt_municipality,pt,portimão,,,,,,81,,83,95,95,95,95,101,101,101,101,101,101,101,104,104,104,104,104,104,104,109,109,109,118,118,118,118,118,118,118,122,130
pt_municipality,pt,porto,,,,,,1414,,1414,1427,1427,1427,1427,1437,1437,1437,1437,1437,1437,1437,1447,1447,1447,1447,1447,1447,1447,1466,1466,1466,1492,1492,1492,1492,1492,1492,1492,1513,1545
pt_municipality,pt,porto de mós,,,,,,18,,18,20,20,20,20,21,21,21,21,21,21,21,22,22,22,22,22,22,22,24,24,24,25,25,25,25,25,25,25,26,26
pt_municipality,pt,porto moniz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
pt_municipality,pt,porto santo,,,,,,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pt_municipality,pt,povoação,,,,,,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
pt_municipality,pt,proença-a-nova,,,,,,3,,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
pt_municipality,pt,póvoa de lanhoso,,,,,,71,,71,70,70,70,70,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,75,75,75,75,75,75,75,76,81
pt_municipality,pt,póvoa de varzim,,,,,,163,,172,184,184,184,184,190,190,190,190,190,190,190,197,197,197,197,197,197,197,213,213,213,242,242,242,242,242,242,242,284,319
pt_municipality,pt,redondo,,,,,,8,,11,14,14,14,14,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,18,18
pt_municipality,pt,reguengos de monsaraz,,,,,,123,,132,155,155,155,155,155,155,155,155,155,155,155,154,154,154,154,154,154,154,155,155,155,,157,157,157,157,157,157,157,159
pt_municipality,pt,resende,,,,,,65,,65,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,65,65,65,66,66,66,66,66,66,66,66,66
pt_municipality,pt,ribeira brava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3
pt_municipality,pt,ribeira de pena,,,,,,3,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pt_municipality,pt,rio maior,,,,,,27,,28,29,29,29,29,31,31,31,31,31,31,31,33,33,33,33,33,33,33,34,34,34,35,35,35,35,35,35,35,36,40
pt_municipality,pt,sabrosa,,,,,,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
pt_municipality,pt,sabugal,,,,,,3,,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pt_municipality,pt,salvaterra de magos,,,,,,20,,20,20,20,20,20,21,21,21,21,21,21,21,22,22,22,22,22,22,22,28,28,28,28,28,28,28,28,28,28,28,30
pt_municipality,pt,santa comba dão,,,,,,9,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,11,11,11,11,11,11,12,12
pt_municipality,pt,santa cruz,,,,,,5,,5,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,11
pt_municipality,pt,santa cruz da graciosa,,,,,,5,,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
pt_municipality,pt,santa maria da feira,,,,,,503,,518,581,581,581,581,593,593,593,593,593,593,593,604,604,604,604,604,604,604,617,617,617,625,625,625,625,625,625,625,630,638
pt_municipality,pt,santa marta de penaguião,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9
pt_municipality,pt,santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3
pt_municipality,pt,santarém,,,,,,179,,181,183,183,183,183,189,189,189,189,189,189,189,204,204,204,204,204,204,204,208,208,208,211,211,211,211,211,211,211,215,221
pt_municipality,pt,santiago do cacém,,,,,,23,,25,25,25,25,25,34,34,34,34,34,34,34,35,35,35,35,35,35,35,38,38,38,38,38,38,38,38,38,38,38,40
pt_municipality,pt,santo tirso,,,,,,403,,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,404,405
pt_municipality,pt,sardoal,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pt_municipality,pt,seia,,,,,,13,,13,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,21
pt_municipality,pt,seixal,,,,,,590,,643,732,732,732,732,797,797,797,797,797,797,797,835,835,835,835,835,835,835,858,858,858,879,879,879,879,879,879,879,887,912
pt_municipality,pt,sernancelhe,,,,,,6,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
pt_municipality,pt,serpa,,,,,,14,,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,18,18,18,19,19,19,19,19,19,19,19,19
pt_municipality,pt,sertã,,,,,,4,,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,10,10,10,10,10,10,10,10,10
pt_municipality,pt,sesimbra,,,,,,64,,65,81,81,81,81,87,87,87,87,87,87,87,91,91,91,91,91,91,91,95,95,95,103,103,103,103,103,103,103,105,113
pt_municipality,pt,setúbal,,,,,,188,,204,229,229,229,229,242,242,242,242,242,242,242,258,258,258,258,258,258,258,283,283,283,299,299,299,299,299,299,299,323,359
pt_municipality,pt,sever do vouga,,,,,,58,,58,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,62,62
pt_municipality,pt,silves,,,,,,26,,26,28,28,28,28,29,29,29,29,29,29,29,34,34,34,34,34,34,34,42,42,42,42,42,42,42,42,42,42,46,47
pt_municipality,pt,sines,,,,,,8,,8,8,8,8,8,12,12,12,12,12,12,12,15,15,15,15,15,15,15,16,16,16,19,19,19,19,19,19,19,19,19
pt_municipality,pt,sintra,,,,,,2668,,2850,3219,3219,3219,3219,3476,3476,3476,3476,3476,3476,3476,3695,3695,3695,3695,3695,3695,3695,3830,3830,3830,3906,3906,3906,3906,3906,3906,3906,4038,4140
pt_municipality,pt,sobral de monte agraço,,,,,,18,,20,29,29,29,29,32,32,32,32,32,32,32,37,37,37,37,37,37,37,44,44,44,47,47,47,47,47,47,47,49,51
pt_municipality,pt,soure,,,,,,26,,26,27,27,27,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27
pt_municipality,pt,sátão,,,,,,10,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12
pt_municipality,pt,são brás de alportel,,,,,,4,,5,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,7
pt_municipality,pt,são joão da madeira,,,,,,80,,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,82,82
pt_municipality,pt,são pedro do sul,,,,,,10,,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
pt_municipality,pt,são roque do pico,,,,,,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,5
pt_municipality,pt,tabuaço,,,,,,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pt_municipality,pt,tavira,,,,,,36,,36,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,38,39
pt_municipality,pt,terras de bouro,,,,,,12,,12,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
pt_municipality,pt,tomar,,,,,,16,,16,16,16,16,16,16,16,16,16,16,16,16,32,32,32,32,32,32,32,56,56,56,67,67,67,67,67,67,67,68,68
pt_municipality,pt,tondela,,,,,,14,,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17
pt_municipality,pt,torre de moncorvo,,,,,,23,,23,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23
pt_municipality,pt,torres novas,,,,,,23,,27,28,28,28,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,32
pt_municipality,pt,torres vedras,,,,,,87,,94,138,138,138,138,160,160,160,160,160,160,160,169,169,169,169,169,169,169,176,176,176,232,232,232,232,232,232,232,259,292
pt_municipality,pt,trancoso,,,,,,20,,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
pt_municipality,pt,trofa,,,,,,149,,149,148,148,148,148,148,148,148,148,148,148,148,149,149,149,149,149,149,149,149,149,149,154,154,154,154,154,154,154,170,181
pt_municipality,pt,tábua,,,,,,35,,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,36,36
pt_municipality,pt,vagos,,,,,,36,,36,36,36,36,36,36,36,36,36,36,36,36,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
pt_municipality,pt,vale de cambra,,,,,,155,,155,147,147,147,147,147,147,147,147,147,147,147,149,149,149,149,149,149,149,149,149,149,150,150,150,150,150,150,150,151,151
pt_municipality,pt,valença,,,,,,15,,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14
pt_municipality,pt,valongo,,,,,,763,,764,774,774,774,774,782,782,782,782,782,782,782,788,788,788,788,788,788,788,790,790,790,793,793,793,793,793,793,793,797,800
pt_municipality,pt,valpaços,,,,,,6,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7
pt_municipality,pt,velas,,,,,,5,,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
pt_municipality,pt,vendas novas,,,,,,9,,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
pt_municipality,pt,viana do alentejo,,,,,,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pt_municipality,pt,viana do castelo,,,,,,193,,196,198,198,198,198,203,203,203,203,203,203,203,206,206,206,206,206,206,206,208,208,208,209,209,209,209,209,209,209,214,221
pt_municipality,pt,vieira do minho,,,,,,44,,44,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
pt_municipality,pt,vila da praia da vitória,,,,,,7,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
pt_municipality,pt,vila do bispo,,,,,,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pt_municipality,pt,vila do conde,,,,,,297,,302,334,334,334,334,370,370,370,370,370,370,370,401,401,401,401,401,401,401,435,435,435,496,496,496,496,496,496,496,576,645
pt_municipality,pt,vila flor,,,,,,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6
pt_municipality,pt,vila franca de xira,,,,,,768,,808,930,930,930,930,973,973,973,973,973,973,973,1026,1026,1026,1026,1026,1026,1026,1055,1055,1055,1098,1098,1098,1098,1098,1098,1098,1160,1224
pt_municipality,pt,vila nova da barquinha,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,8
pt_municipality,pt,vila nova de cerveira,,,,,,9,,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
pt_municipality,pt,vila nova de famalicão,,,,,,407,,407,408,408,408,408,408,408,408,408,408,408,408,414,414,414,414,414,414,414,436,436,436,449,449,449,449,449,449,449,493,506
pt_municipality,pt,vila nova de foz côa,,,,,,72,,72,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
pt_municipality,pt,vila nova de gaia,,,,,,1650,,1678,1756,1756,1756,1756,1786,1786,1786,1786,1786,1786,1786,1805,1805,1805,1805,1805,1805,1805,1830,1830,1830,1839,1839,1839,1839,1839,1839,1839,1857,1884
pt_municipality,pt,vila nova de poiares,,,,,,11,,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
pt_municipality,pt,vila pouca de aguiar,,,,,,7,,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9
pt_municipality,pt,vila real,,,,,,161,,162,162,162,162,162,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,162,164
pt_municipality,pt,vila real de santo antónio,,,,,,16,,17,17,17,17,17,17,17,17,17,17,17,17,17,17,,17,17,17,17,17,,17,17,17,17,17,17,17,17,17,17
pt_municipality,pt,vila verde,,,,,,237,,237,245,245,245,245,245,245,245,245,245,245,245,246,246,246,246,246,246,246,249,249,249,249,249,249,249,249,249,249,250,257
pt_municipality,pt,vila viçosa,,,,,,,3,,3,3,3,3,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,
pt_municipality,pt,vimioso,,,,,,11,,12,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,19
pt_municipality,pt,vinhais,,,,,,31,,31,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,37,37,37,37,37,37,37,37,37,37,37,38
pt_municipality,pt,viseu,,,,,,105,,106,112,112,112,112,114,114,114,114,114,114,114,116,116,116,116,116,116,116,119,119,119,120,120,120,120,120,120,120,124,129
pt_municipality,pt,vizela,,,,,,151,,151,158,158,158,158,158,158,158,158,158,158,158,161,161,161,161,161,161,161,165,165,165,165,165,165,165,165,165,165,165,167
pt_municipality,pt,vouzela,,,,,,,,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,10
pt_municipality,pt,águeda,,,,,,91,,93,101,101,101,101,101,101,101,101,101,101,101,104,104,104,104,104,104,104,104,104,104,107,107,107,107,107,107,107,110,118
pt_municipality,pt,évora,,,,,,53,,59,66,66,66,66,73,73,73,73,73,73,73,74,74,74,74,74,74,74,77,77,77,78,78,78,78,78,78,78,81,82
pt_municipality,pt,ílhavo,,,,,,169,,169,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,195,197
pt_municipality,pt,óbidos,,,,,,5,,7,12,12,12,12,17,17,17,17,17,17,17,19,19,19,19,19,19,19,19,19,19,21,21,21,21,21,21,21,21,21
