region_schema,region_parent,region_child,agerange,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23
il_municipality,il,גבע בנימין,,,,0,2,0,0,0,10,0,0,0,0,10,2,0,0,1,0,3,0,2,0,0,1,0,1,0,0,0,2,2,0,-1,0,5
il_municipality,il,גבעת אבני,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
il_municipality,il,גבעת ברנר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3
il_municipality,il,גבעת זאב,,0,47,8,11,5,0,0,20,0,0,0,0,23,8,7,0,14,3,4,2,8,1,0,14,6,3,1,2,0,3,4,0,6,4,4
il_municipality,il,דייר אל-אסד,,0,,,,,0,0,,,,,,,4,2,0,2,1,12,4,9,3,0,18,9,6,2,5,2,5,0,0,4,0,0
il_municipality,il,דייר חנא,,0,,,,,0,0,,,,,,,2,1,0,0,1,2,0,0,1,0,5,1,0,0,1,0,1,5,0,4,1,1
il_municipality,il,הושעיה,,,,,,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
il_municipality,il,הר אדר,,0,2,,,0,0,0,,,,,,,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0
il_municipality,il,חשמונאים,,,,1,2,0,0,0,6,0,0,0,0,12,0,2,0,1,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0
il_municipality,il,טלמון,,,,,1,0,0,0,2,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
il_municipality,il,יד בנימין,,0,8,2,0,0,0,0,1,0,0,0,0,4,3,0,0,3,-1,1,1,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0
il_municipality,il,יהוד-מונוסון,,0,27,8,5,0,0,0,8,0,0,0,0,18,5,6,0,4,3,6,0,6,0,0,7,3,5,3,4,0,2,0,0,7,2,2
il_municipality,il,כוכב השחר,,0,,,,,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
il_municipality,il,כוכב יעקב,,0,4,2,0,0,0,0,5,0,0,0,0,8,6,2,0,8,4,2,1,5,1,0,1,1,3,2,3,1,2,3,0,1,2,7
il_municipality,il,כסיפה,,0,29,2,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,1,0,4,1,0,2,6,7,0,0,0,1,0,0,2,0,1
il_municipality,il,כפר אדומים,,,,,,,0,0,,,,,,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
il_municipality,il,כפר האורנים,,,,,,,0,0,,,,,,,0,0,0,3,7,3,3,4,0,0,6,9,0,1,1,0,1,-2,0,4,1,1
il_municipality,il,"כפר חב""ד",,0,19,2,3,0,0,0,11,0,0,0,0,18,1,2,0,0,2,2,2,2,3,0,1,2,0,4,1,0,1,3,0,10,1,0
il_municipality,il,כפר מצר,,,,,,,,,,0,0,0,0,19,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
il_municipality,il,לא ידוע,,,,,,,0,0,,,,,,,,,,,,0,0,0,0,0,-1,0,0,2,1,0,-1,,,,,
il_municipality,il,לפיד,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,-1,1,0
il_municipality,il,מבוא חורון,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
il_municipality,il,מגאר,,,,2,0,0,0,0,2,0,0,0,0,3,1,0,0,0,3,3,0,1,1,0,7,2,1,3,2,1,2,2,0,6,6,0
il_municipality,il,מודיעין עילית,,0,191,59,37,31,0,0,113,0,0,0,0,303,51,12,0,160,113,154,64,126,6,0,265,104,137,104,56,6,103,52,0,154,38,31
il_municipality,il,מוקייבלה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
il_municipality,il,מעלה אדומים,,0,40,6,3,3,0,0,11,0,0,0,0,30,4,4,0,7,14,5,2,6,3,0,11,8,2,6,7,2,7,8,0,15,4,4
il_municipality,il,מצפה יריחו,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,-1,0,0,0,4,0,1
il_municipality,il,מרכז שפירא,,0,,,,,0,0,,,,,,,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,-2,0,3,0,0
il_municipality,il,מתן,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
il_municipality,il,נווה דניאל,,,,,,,0,0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
il_municipality,il,נוף הגליל,,0,13,7,2,3,0,0,3,0,0,0,0,14,4,1,0,5,8,11,4,5,0,0,7,6,3,2,0,3,6,-3,0,10,3,1
il_municipality,il,ניצן,,,,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
il_municipality,il,עוזייר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
il_municipality,il,עיילבון,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,1,3,-1,0,0,-2,0
il_municipality,il,עין נקובא,,,,,,,,,,,,,,,0,1,0,3,0,3,14,5,1,0,9,18,4,3,5,0,1,14,0,12,0,0
il_municipality,il,עין קנייא,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,6,-4,0,7,0,0
il_municipality,il,עלי,,0,,,,,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
il_municipality,il,עלי זהב,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,1,-1,0,2,2,0
il_municipality,il,עמנואל,,0,9,-2,0,0,0,0,3,0,0,0,0,2,2,7,0,0,1,6,0,-1,0,0,7,5,2,1,1,0,4,4,0,-2,2,1
il_municipality,il,עספיא,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,5,0,5,5,2
il_municipality,il,עפרה,,0,4,0,,,0,0,,,,,,,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
il_municipality,il,עץ אפרים,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,2,0,0
il_municipality,il,ערערה-בנגב,,0,2,2,0,0,0,0,14,0,0,0,0,11,0,0,0,0,3,1,0,5,-1,0,0,2,2,0,0,0,0,1,0,0,0,0
il_municipality,il,עתלית,,0,7,1,0,0,0,0,2,0,0,0,0,2,1,1,0,0,0,3,0,0,1,0,0,0,0,0,1,0,-1,4,0,1,0,0
il_municipality,il,צור הדסה,,0,6,2,,,0,0,,,,,,,0,0,0,0,3,1,3,1,-1,0,0,5,2,0,0,0,2,0,0,2,1,1
il_municipality,il,קדומים,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,3,0,1
il_municipality,il,קיסריה,,,,,,,,,,,,,,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
il_municipality,il,קרית ארבע,,0,3,2,,,0,0,,,,,,,1,0,0,1,1,2,0,0,1,0,2,0,1,1,0,0,0,3,0,0,1,0
il_municipality,il,קרית יערים,,0,17,5,4,0,0,0,2,0,0,0,0,5,3,0,0,1,1,2,2,2,1,0,10,2,1,5,0,0,1,-1,0,2,0,1
il_municipality,il,קרני שומרון,,,,,1,2,0,0,2,0,0,0,0,10,5,0,0,4,2,2,1,1,0,0,1,2,2,0,1,1,1,1,0,5,0,7
il_municipality,il,רבבה,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,4,-4,0,5,0,0
il_municipality,il,שבלי - אום אל-גנם,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,1
il_municipality,il,שגב-שלום,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,-1,1,0
il_municipality,il,שוהם,,0,15,5,-1,1,0,0,7,0,0,0,0,17,1,2,0,4,1,1,0,2,-1,0,9,3,4,2,2,2,5,1,0,5,2,1
il_municipality,il,שילה,,,,,,,,,,,,,,,4,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0
il_municipality,il,שמשית,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,0
il_municipality,il,שערי תקווה,,0,3,1,1,0,0,0,5,0,0,0,0,3,2,0,0,1,2,3,0,2,0,0,4,0,0,1,0,0,0,0,0,-2,0,0
il_municipality,il,תל אביב - יפו,,0,432,81,97,30,0,0,202,0,0,0,0,261,60,16,0,80,60,86,31,65,13,0,90,49,41,27,45,12,40,22,0,125,34,32
il_municipality,il,תפרח,,0,1,0,1,0,0,0,,,,,,,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,26,2,1
il_municipality,il,תקוע,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0
