region_schema,region_parent,region_child,agerange,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-12,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-20,2020-05-31,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08
lga,au-vic,latrobe,,0,0,,,,,,,,,0,,,,0,,0,0,0,0,,,0,0,,,,,,,1,1,,,,1,1,,0,,,1,0,0,0,0,1,1,2,,2,3,3,,4,4,4,4,,,,6,6,,7,8,9,10,13,15,15,21,,,24,28,28,29,28,23,25,24,22,18,13,13,11,11,11,11,11,,11,13,13,12,11,12,12,12,12,,13,14,13,12,12,8,8,7,7,8,7,6,5,4,3,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,,0,,0,0,,,0,0,0,,0,0,0,,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,
lga,au-vic,loddon,,0,0,,,,,,,,1,0,,,,0,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,0,,0,,,0,0,0,0,0,0,0,0,,0,0,1,,1,1,1,1,,,,2,2,,3,3,3,3,3,3,2,2,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,0,0,0,,0,0,0,,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,
lga,au-vic,macedon ranges,,1,1,,,,,,,,2,0,,,,0,,0,0,0,0,,,1,0,,,,,,,0,0,,,,,0,,0,,,0,0,0,0,1,1,3,3,,4,4,5,,4,5,6,8,,,,11,14,,20,19,28,30,36,36,35,29,,,27,27,29,31,32,32,29,27,28,20,16,15,15,14,14,14,8,,8,8,8,7,5,3,3,3,3,,1,1,1,1,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,,0,,0,0,,,0,0,0,,0,0,0,,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,
lga,au-vic,manningham,,0,0,,,,,,,,,0,,,,0,,0,1,1,1,,,3,3,,,,,,,0,0,,,,1,2,,6,,,11,10,15,14,16,24,26,30,,32,36,36,,39,39,36,40,,,,38,41,,43,52,52,59,63,66,68,72,,,68,68,69,65,62,58,57,58,57,36,33,30,30,28,28,25,23,,21,20,20,19,17,12,9,9,8,,8,7,6,6,4,4,6,6,6,6,7,6,6,5,3,5,4,4,4,4,4,4,4,4,3,3,3,3,2,1,,1,,0,0,,,1,1,1,,1,1,1,,,1,1,1,,0,,0,0,0,0,0,0,0,0,0,
lga,au-vic,mansfield,,0,0,,,,,,,,,0,,,,0,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,0,,0,,,0,0,0,0,0,0,0,0,,0,0,0,,1,0,0,1,,,,1,2,,4,4,4,4,4,4,4,5,,,5,5,5,5,4,3,3,3,3,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,0,0,0,,0,0,0,,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,
lga,au-vic,maribyrnong,,4,5,,,,,,,,2,0,,,,0,,0,0,0,0,,,1,2,,,,,,,5,6,,,,9,10,,16,,,24,28,30,35,46,52,59,64,,73,82,90,,103,107,107,117,,,,149,163,,189,197,191,206,234,231,232,256,,,271,257,256,253,244,234,230,214,207,130,121,120,113,115,113,104,94,,83,82,70,69,66,61,64,60,55,,50,46,42,19,15,13,14,15,17,15,16,17,16,13,16,16,16,13,13,13,12,11,9,11,10,9,9,8,8,7,,5,,5,5,,,4,4,4,,4,4,4,,,5,5,4,,4,,4,4,2,0,0,0,0,0,0,
lga,au-vic,maroondah,,1,2,,,,,,,,1,0,,,,0,,0,0,2,2,,,3,3,,,,,,,2,0,,,,,0,,1,,,3,4,4,5,7,8,8,9,,10,12,12,,15,17,18,20,,,,38,42,,46,47,47,48,48,47,47,44,,,40,42,44,48,47,43,41,38,36,24,21,22,19,18,19,16,16,,17,15,13,12,12,12,13,12,11,,10,6,5,5,4,4,4,3,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,0,0,0,,0,0,0,,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,
lga,au-vic,melbourne,,9,9,,,,,,,,13,10,,,,8,,8,7,8,9,,,21,20,,,,,,,8,7,,,,20,29,,43,,,108,128,226,203,229,211,209,225,,289,299,274,,275,276,263,281,,,,276,290,,280,292,300,298,299,294,295,296,,,313,304,305,304,300,290,288,278,274,156,139,134,137,119,114,108,101,,104,103,97,99,92,78,79,81,80,,72,74,73,70,63,59,40,39,38,35,35,30,28,25,26,23,21,20,19,16,16,11,9,9,7,5,5,3,4,3,,2,,2,2,,,3,3,3,,3,3,3,,,2,2,2,,2,,2,2,2,1,1,1,0,0,0,
lga,au-vic,melton,,4,6,,,,,,,,3,1,,,,1,,0,0,0,0,,,1,1,,,,,,,4,5,,,,14,19,,18,,,21,19,24,28,34,58,69,82,,110,124,125,,147,165,169,195,,,,253,312,,351,390,399,404,434,449,484,488,,,489,501,504,505,515,506,480,467,459,307,275,269,239,209,203,194,180,,159,147,142,136,131,132,121,120,113,,111,105,99,93,92,94,94,83,80,75,74,72,70,64,62,43,45,38,37,31,24,17,19,18,19,20,21,20,19,17,,14,,12,11,,,10,10,10,,9,9,7,,,7,7,7,,6,,6,6,5,5,2,2,2,2,0,
lga,au-vic,mildura,,0,0,,,,,,,,,0,,,,0,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,0,,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,,,0,0,0,,0,0,0,,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,
lga,au-vic,mitchell,,0,0,,,,,,,,,0,,,,0,,0,0,0,0,,,0,0,,,,,,,0,4,,,,5,5,,6,,,8,6,9,12,11,12,14,15,,18,14,13,,13,11,11,9,,,,14,18,,22,27,26,27,31,34,36,35,,,36,35,37,36,33,33,32,31,30,16,18,16,19,19,18,17,17,,16,15,15,12,12,12,10,9,8,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,2,2,,4,,5,5,,,5,4,4,,4,0,0,,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,
lga,au-vic,moira,,0,0,,,,,,,,,0,,,,0,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,0,,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,1,1,1,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,0,0,0,,0,0,0,,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,
lga,au-vic,monash,,0,0,,,,,,,,1,0,,,,2,,1,1,2,2,,,2,2,,,,,,,1,0,,,,,1,,2,,,12,12,16,19,21,21,23,26,,30,31,33,,40,41,43,49,,,,63,65,,72,79,84,79,85,86,94,95,,,89,85,85,81,83,76,77,76,82,60,55,54,52,45,47,45,48,,50,48,48,47,47,46,37,38,38,,36,30,25,10,10,9,10,11,10,7,6,4,3,2,2,1,2,1,2,2,2,4,6,7,8,10,14,14,14,13,,12,,15,19,,,12,11,10,,10,8,7,,,4,3,2,,1,,1,1,1,1,1,1,1,1,1,
lga,au-vic,moonee valley,,0,0,,,,,,,,,0,,,,0,,0,0,0,0,,,2,2,,,,,,,15,17,,,,28,32,,36,,,63,84,120,122,163,195,209,219,,234,225,220,,206,214,207,227,,,,214,220,,214,221,229,232,238,246,245,253,,,242,241,232,236,236,232,224,219,212,124,107,100,94,85,88,86,75,,75,72,67,62,59,61,53,51,52,,49,54,53,47,48,46,44,51,53,48,51,53,50,49,41,41,40,40,36,36,34,32,32,32,25,21,21,21,20,17,,10,,6,4,,,2,2,1,,2,2,2,,,1,1,1,,0,,0,0,0,0,0,0,0,0,0,
lga,au-vic,moorabool,,1,1,,,,,,,,,1,,,,0,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,0,,0,,,0,0,0,0,1,2,2,2,,3,3,3,,5,6,6,9,,,,12,12,,11,13,15,14,13,11,13,14,,,11,12,12,12,12,8,8,4,6,8,8,8,11,9,13,13,15,,14,14,14,11,10,10,8,8,8,,8,7,6,6,5,4,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,0,,0,0,,,0,0,0,,0,0,0,,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,
lga,au-vic,moreland,,2,2,,,,,,,,9,3,,,,2,,3,2,3,3,,,3,5,,,,,,,14,17,,,,37,32,,38,,,44,56,63,67,75,97,111,118,,137,158,160,,207,222,227,238,,,,282,302,,338,370,369,376,394,386,401,404,,,411,396,394,406,408,402,387,377,380,270,256,251,236,225,228,220,217,,207,197,183,171,171,153,139,128,120,,107,97,91,84,78,59,49,44,38,39,40,39,38,36,35,32,31,30,28,28,23,22,19,17,15,13,11,9,9,8,,5,,3,2,,,2,2,1,,1,1,1,,,1,1,1,,1,,1,1,1,1,1,1,1,0,0,
lga,au-vic,mornington peninsula,,1,1,,,,,,,,2,1,,,,0,,0,0,0,0,,,0,0,,,,,,,2,1,,,,,0,,0,,,0,0,0,0,0,2,5,7,,8,8,7,,11,12,13,14,,,,12,14,,15,17,18,18,23,25,28,29,,,31,36,43,48,50,55,64,67,70,60,58,58,59,55,54,52,55,,42,42,41,37,37,35,26,24,18,,16,10,8,6,4,4,3,3,2,2,2,2,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,0,0,,,0,0,0,,0,0,0,,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,
lga,au-vic,mount alexander,,0,0,,,,,,,,,0,,,,0,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,0,,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,1,1,,,,2,2,,3,3,4,4,4,5,5,3,,,3,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,0,0,0,,0,0,0,,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,
lga,au-vic,moyne,,0,0,,,,,,,,,0,,,,0,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,0,,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,,0,0,,0,0,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,0,0,0,,0,0,0,,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,
lga,au-vic,murrindindi,,0,0,,,,,,,,1,0,,,,0,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,0,,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,,0,1,,1,1,1,1,1,2,1,1,,,0,0,1,1,1,2,2,2,2,5,4,4,4,4,4,4,4,,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,0,0,0,,0,0,0,,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,
lga,au-vic,nillumbik,,3,3,,,,,,,,,1,,,,0,,0,1,1,1,,,1,1,,,,,,,1,1,,,,1,1,,1,,,1,1,1,2,3,8,10,13,,10,10,11,,21,22,22,24,,,,39,41,,51,53,60,59,65,69,67,67,,,65,64,63,61,60,56,56,54,54,46,44,46,43,39,39,37,36,,34,14,11,8,6,5,3,4,4,,6,6,5,4,4,4,5,5,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,1,0,0,0,0,0,,0,,0,0,,,0,0,0,,0,0,0,,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,
lga,au-vic,northern grampians,,0,0,,,,,,,,,0,,,,0,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,0,,0,,,0,0,0,0,0,0,0,1,,0,0,0,,0,0,0,0,,,,1,2,,1,2,2,2,1,0,1,1,,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,0,0,0,,0,0,0,,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,
lga,au-vic,overseas,,0,0,,,,,,,,1,1,,,,0,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,0,,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,,1,0,,0,0,0,0,0,0,0,1,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,0,0,0,,0,0,0,,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,
lga,au-vic,port phillip,,1,1,,,,,,,,1,0,,,,0,,0,0,0,0,,,0,0,,,,,,,2,2,,,,4,5,,7,,,10,8,10,10,16,17,20,18,,28,27,32,,35,37,35,42,,,,48,46,,50,52,53,57,66,68,66,71,,,77,75,76,79,75,83,78,77,75,50,52,53,53,40,43,44,46,,41,38,33,34,31,35,34,36,35,,30,33,34,34,31,29,27,27,24,24,25,23,23,18,17,9,9,8,7,6,5,5,3,3,3,3,3,2,2,3,,5,,6,6,,,7,6,4,,4,4,4,,,3,3,3,,2,,1,1,1,1,1,1,1,0,0,
lga,au-vic,pyrenees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,,0,0,0,0,,,,0,0,,0,1,1,2,1,1,1,2,,,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,0,0,0,,0,0,0,,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,
lga,au-vic,queenscliffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,,0,0,0,0,,,,0,0,,0,1,1,1,1,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,0,0,0,,0,0,0,,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,
lga,au-vic,south gippsland,,0,0,,,,,,,,,0,,,,0,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,0,,0,,,0,0,1,1,1,2,2,3,,2,2,3,,3,3,4,4,,,,3,3,,4,5,5,6,5,5,5,5,,,4,4,4,4,4,4,4,4,4,1,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,0,0,0,,0,0,0,,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,
lga,au-vic,southern grampians,,0,0,,,,,,,,,0,,,,0,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,0,,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,,1,1,,1,1,1,1,1,1,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,0,0,0,,0,0,0,,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,
lga,au-vic,stonnington,,3,3,,,,,,,,,0,,,,0,,1,1,1,1,,,2,2,,,,,,,1,0,,,,5,6,,7,,,10,11,12,14,15,20,21,25,,33,35,35,,35,35,36,39,,,,43,51,,57,54,53,53,59,61,62,60,,,71,74,75,72,70,65,60,57,47,29,28,31,26,22,23,22,23,,21,19,16,16,13,10,9,8,10,,9,11,11,11,11,10,10,9,9,7,6,6,6,5,5,3,1,1,1,1,1,1,3,2,2,1,1,1,1,1,,1,,1,2,,,2,2,2,,1,1,1,,,1,1,1,,0,,0,1,0,0,0,0,0,0,0,
lga,au-vic,strathbogie,,0,0,,,,,,,,,0,,,,0,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,0,,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,0,0,0,,0,0,0,,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,
lga,au-vic,surf coast,,0,0,,,,,,,,,0,,,,0,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,0,,0,,,1,1,1,1,1,1,1,1,,1,1,1,,2,4,4,4,,,,3,4,,4,4,4,5,6,6,6,6,,,6,6,5,5,6,5,5,5,6,4,4,4,5,5,5,5,5,,3,3,3,3,3,2,2,1,1,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,0,0,0,,0,0,0,,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,
lga,au-vic,swan hill,,0,0,,,,,,,,,0,,,,0,,0,0,0,0,,,0,0,,,,,,,1,1,,,,1,0,,0,,,0,0,0,0,1,1,1,1,,1,1,1,,2,2,2,2,,,,2,2,,2,2,2,2,2,2,1,1,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,0,0,0,,0,0,0,,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,
lga,au-vic,towong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,0,0,0,,0,0,0,,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,
lga,au-vic,unknown,,1,1,,,,,,,,2,2,,,,,,,2,1,,,,8,9,,,,,,,15,13,,,,13,16,,21,,,29,28,29,27,19,38,37,39,,30,37,49,,54,75,62,46,,,,72,104,,138,152,157,186,201,206,206,211,,,202,208,208,202,199,186,181,172,169,126,126,122,140,158,147,139,140,,53,52,50,57,50,38,32,31,38,,31,15,15,9,10,7,6,5,2,2,4,5,1,2,4,3,5,3,1,0,0,0,0,0,2,0,0,0,0,0,,1,,0,0,,,0,0,0,,0,0,0,,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,
lga,au-vic,wangaratta,,0,0,,,,,,,,,0,,,,0,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,0,,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,1,0,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,0,0,0,,0,0,0,,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,
lga,au-vic,warrnambool,,0,0,,,,,,,,,0,,,,0,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,0,,0,,,0,0,0,0,1,1,1,1,,0,0,0,,0,0,0,0,,,,1,1,,1,1,1,1,1,1,0,0,,,0,0,1,0,1,1,5,7,8,8,7,7,7,7,7,6,6,,3,3,2,2,2,2,2,2,2,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,0,0,0,,0,0,0,,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,
lga,au-vic,wellington,,1,1,,,,,,,,,0,,,,0,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,0,,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,3,,2,2,2,2,1,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,0,0,0,,0,0,0,,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,
lga,au-vic,west wimmera,,0,0,,,,,,,,,0,,,,0,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,0,,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,,1,1,,1,1,1,1,2,2,2,2,,,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,0,0,0,,0,0,0,,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,
lga,au-vic,whitehorse,,1,1,,,,,,,,1,2,,,,0,,0,0,0,0,,,1,1,,,,,,,1,1,,,,1,3,,5,,,8,8,15,17,23,29,34,35,,43,45,48,,50,46,45,49,,,,59,60,,65,66,65,65,66,63,65,69,,,74,77,77,76,79,74,68,67,63,33,31,28,21,18,19,16,19,,17,17,17,15,14,17,14,10,11,,8,9,10,11,10,9,8,8,8,8,5,5,5,4,4,4,3,3,3,2,2,2,3,2,2,2,3,3,3,5,,4,,5,5,,,9,9,9,,8,8,8,,,6,3,3,,2,,1,1,1,1,0,0,0,0,0,
lga,au-vic,whittlesea,,4,4,,,,,,,,3,3,,,,0,,0,0,0,0,,,0,0,,,,,,,14,15,,,,21,21,,28,,,39,42,42,44,52,70,71,83,,126,148,155,,190,213,228,245,,,,352,392,,437,455,452,464,509,518,526,557,,,545,548,553,540,542,529,507,482,476,330,295,278,252,235,236,215,201,,176,153,142,141,130,109,93,90,79,,65,60,56,47,45,35,35,33,32,31,27,23,23,15,13,14,15,15,13,13,10,9,8,8,7,6,5,5,5,4,,4,,3,3,,,2,2,2,,2,2,1,,,2,2,2,,2,,2,2,2,1,1,1,1,0,0,
lga,au-vic,wodonga,,0,0,,,,,,,,,0,,,,0,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,0,,0,,,1,1,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,,,1,1,,1,1,1,1,1,1,1,1,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,0,0,0,,0,0,0,,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,
lga,au-vic,wyndham,,11,14,,,,,,,,3,1,,,,4,,3,3,0,2,,,1,1,,,,,,,2,4,,,,17,22,,45,,,120,133,151,175,196,231,249,265,,308,340,350,,412,439,460,474,,,,532,601,,676,728,744,766,860,906,910,920,,,915,929,913,917,916,888,864,831,811,544,467,458,406,380,369,354,319,,309,303,286,276,263,270,234,218,215,,203,209,173,157,153,147,144,144,133,132,122,112,87,76,71,68,69,54,55,56,54,53,48,44,41,37,35,32,30,31,,31,,25,24,,,21,17,18,,18,17,16,,,15,15,14,,14,,14,14,11,10,8,6,4,3,1,
lga,au-vic,yarra,,3,3,,,,,,,,3,0,,,,2,,2,2,2,2,,,2,1,,,,,,,2,7,,,,10,12,,15,,,20,23,25,26,36,47,57,65,,87,105,111,,127,124,123,126,,,,158,170,,170,171,178,182,191,190,186,181,,,165,159,152,152,154,146,144,136,135,72,74,74,70,59,62,64,58,,50,44,44,43,41,41,34,30,26,,24,24,25,24,22,17,14,13,10,9,8,6,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,,2,,2,2,,,2,2,2,,2,0,0,,,0,0,0,,1,,1,1,1,1,1,1,0,0,0,
