region_schema,region_parent,region_child,agerange,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12
admin_1,jp,jp-30,,8,8,8,9,9,9,9,9,10,10,13,13,13,13,13,14,15,15,15,15,15,15,15,15,17,17,17,17,19,19,19,19,20,20,20,22,23,23,24,27,27,27,28,28,28,31,35,35,38,43,44,46,48,48,49,49,50,52,52,52,52,52,52,52,53,54,54,54,54,55,56,56,57,57,57,57,57,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,66,70,70,73,73,75,81,81,83,86,87,88,89,90,95,102,108,112,114,122,130,136,140,143,148,154,160,162,162,162,165,166,170,170,174,177,182,182,183,186,189,203,206,210,211,212,216,217,221,221,221,222,223,223,225,225,225,225,225
admin_1,jp,jp-31,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,10,10,11,13,14,14,14,17,17,19,20,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22
admin_1,jp,jp-32,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,7,7,7,7,7,9,9,10,10,11,11,12,12,14,15,16,16,16,16,16,16,19,20,20,20,20,20,20,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,24,24,24,24,24,24,24,24,24,26,25,25,26,25,25,25,26,27,27,27,28,29,29,29,31,121,32,33,29,29,29,29,29,29,51,61,66,67,71,73,76,77,132,133,133,133,133,133,135,136,136,137,137,137,137,137,137,137,137
admin_1,jp,jp-33,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,3,4,4,4,5,5,5,5,5,5,5,10,10,10,10,10,10,10,11,15,15,15,18,18,21,21,23,23,23,23,23,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26,26,26,26,28,28,28,28,28,30,31,31,32,32,32,32,33,33,39,41,42,50,50,50,53,67,69,71,76,81,84,84,84,84,90,90,90,90,90,90,110,110,110,110,110,110,110,128,128,128,128,128,128,128,141,141,141,141,141,141,141,145,145,145
admin_1,jp,jp-34,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,8,11,11,12,12,13,14,14,14,15,16,20,20,29,29,29,35,35,37,37,38,61,74,82,85,89,92,107,111,113,113,114,117,121,138,141,142,143,145,146,147,151,151,151,153,158,158,158,162,162,162,163,163,164,164,164,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,166,165,165,165,165,166,166,166,167,167,167,167,170,170,175,178,179,185,188,193,194,194,208,215,221,222,226,230,236,247,247,269,273,287,306,307,321,328,343,348,360,360,362,362,402,402,402,418,419,420,423,427,430,431,435,438,439,441,443,442,442,445,447,447,447,449,449,450,452
admin_1,jp,jp-35,,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,11,15,15,15,15,16,18,18,18,23,24,24,24,24,24,24,24,24,24,33,33,33,33,33,33,33,33,33,33,34,34,34,34,34,34,34,35,35,35,35,35,35,35,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,39,39,39,39,39,41,41,43,45,46,48,49,50,50,52,53,53,53,57,58,58,58,65,65,67,70,70,74,76,76,76,77,81,87,83,84,89,89,93,103,103,108,112,129,129,147,150,151,151
admin_1,jp,jp-36,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,8,8,8,8,8,8,8,9,10,10,10,10,10,12,13,17,17,17,27,31,38,38,41,42,42,42,43,43,43,44,46,47,47,51,61,62,67,70,70,77,78,80,81,83,88,89,91
admin_1,jp,jp-37,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,4,4,5,5,5,6,7,7,7,7,9,11,11,11,12,13,13,20,21,21,22,26,26,26,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,31,33,33,36,39,41,42,42,42,42,42,42,42,45,46,46,46,47,47,50,50,50,51,56,56,56,60,60,60,60,60,61,63,64,68,69,69,69,69,70,71,71,72,73,73,73,73,73,73,75
admin_1,jp,jp-38,,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,8,9,9,16,16,20,20,24,24,24,24,25,25,27,31,31,32,32,32,38,38,38,38,39,39,40,41,41,43,43,44,44,45,45,45,45,45,45,47,49,50,50,50,52,54,55,55,60,60,60,66,67,68,69,69,69,69,72,73,73,73,74,74,74,74,74,75,76,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,79,79,82,82,82,82,82,82,82,84,86,86,87,87,88,90,91,91,94,94,94,95,97,98,98,98,98,100,100,101,101,101,101,106,106,107,107,107,107,107,107,107,107,107,107,107
admin_1,jp,jp-39,,6,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,14,16,16,16,18,18,18,18,22,22,28,28,28,28,28,28,28,28,28,49,49,49,49,49,49,49,61,61,64,65,65,66,66,66,66,67,67,67,68,68,69,69,69,69,70,70,70,70,70,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,72,72,72,72,72,72,72,73,73,73,73,73,73,74,74,76,76,77,77,77,77,77,78,79,79,79,79,80,80,80,83,85,86,86,91,95,96,97,101,103,103,103,104,105,109,109,116,118,121,123,124,124,124,124
admin_1,jp,jp-40,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,6,6,7,7,7,7,7,7,7,32,45,52,66,66,66,87,87,88,92,136,138,148,161,170,170,170,170,171,173,173,284,284,284,443,451,468,468,477,494,510,522,538,543,550,553,570,573,586,592,593,596,596,607,614,616,619,620,625,626,628,632,633,641,641,642,645,650,671,682,706,737,742,752,759,763,776,781,784,784,783,786,788,789,795,798,799,800,801,802,803,806,807,807,814,814,816,816,817,818,822,827,833,837,848,854,863,864,870,877,890,893,902,909,933,952,992,1015,1062,1062,1135,1165,1201,1201,1371,1479,1560,1630,1685,1734,1820,1967,2138,2250,2459,2537,2537,2761,2869,2997,3095,3141,3182,3232,3303,3361,3438,3510,3558,3604,3643,3742,3819,3819,3997,3997,4031,4067,4145,4194,4238,4402
admin_1,jp,jp-41,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,6,6,6,6,6,7,7,7,9,10,10,10,10,20,21,22,23,23,27,27,29,29,30,30,31,31,32,32,33,33,34,35,35,35,37,37,37,42,45,45,45,45,45,45,45,45,45,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,48,49,50,53,58,59,60,62,62,64,69,70,80,94,97,105,106,117,117,128,133,133,155,158,164,174,177,182,189,192,199,206,209,211,214,220,222,223,223,230,230,234,234,237,237,238,240
admin_1,jp,jp-42,,,,,,,,,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,5,5,6,6,6,8,9,9,9,9,9,10,10,10,10,10,14,14,14,14,14,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,22,22,22,27,27,27,32,32,32,32,32,32,32,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,180,180,180,184,185,186,200,200,201,201,206,208,214,217,219,219
admin_1,jp,jp-43,,0,0,0,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,5,5,5,6,6,6,7,7,7,8,9,9,11,12,12,12,13,13,13,13,13,13,16,16,17,18,18,23,24,25,31,31,31,35,35,35,35,35,35,37,37,37,38,38,39,39,42,43,43,44,44,44,44,44,44,44,44,44,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,47,47,47,48,48,48,52,52,55,56,58,68,87,90,126,126,146,158,176,176,211,235,247,247,316,316,330,349,360,360,382,391,397,402,413,420,422,435,441,450,450,468,474,474,484,495,506,509,515
admin_1,jp,jp-44,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,8,8,8,10,10,10,10,10,13,13,17,17,17,18,19,19,19,26,26,26,26,27,27,28,30,31,31,32,32,33,33,33,51,51,52,54,54,55,55,56,56,56,56,56,57,57,57,57,57,57,57,58,58,58,58,58,58,58,58,58,58,58,58,58,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,62,62,63,63,63,65,67,74,76,80,80,80,86,87,89,89,93,93,96,102,109,120,124,127,129,130,132,135,135,136,136,137,137,138,140,141,142
admin_1,jp,jp-45,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,7,7,7,8,9,10,10,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,13,14,14,14,14,14,14,14,15,15,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,20,20,20,20,20,21,21,25,25,27,37,51,75,88,105,114,124,140,148,164,178,183,191,191,207,221,225,236,236,241,251,251,265,270,289,298,301,302,308,315,315,318,318,321,321,321,328,329,331
admin_1,jp,jp-46,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4,4,5,5,7,7,8,8,8,8,7,7,7,7,7,7,8,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,14,30,49,74,88,89,89,101,108,108,112,125,125,129,132,138,147,147,152,154,154,176,183,183,190,196,198,209,209,229,229,233,242,242,244,249,249,258,261,261,261,264,265,274,274,287,290,293,296,297,297,299,302,302,302,319,319,324,324,335,343,372
admin_1,jp,jp-47,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,6,6,6,6,11,11,11,11,11,11,11,23,24,24,24,24,24,24,24,24,24,24,82,82,92,96,106,111,115,115,124,123,125,127,130,131,132,132,133,134,135,135,136,136,137,137,137,137,137,137,137,137,137,137,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,141,141,141,141,142,142,142,143,143,143,145,145,145,145,145,145,148,148,148,148,153,157,165,183,192,231,253,299,307,325,364,411,428,453,523,523,934,1031,1139,1234,1280,1361,1432,1490,1564,1605,1621,1648,1685,1685,1729,1774,1774,1847,1847,1886,1906,1967,1985,2010,2023
