region_schema,region_parent,region_child,agerange,2020-03-13,2020-03-14,2020-03-15,2020-03-17,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26
co_municipality,co-atl,malambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,5,6,11,12,,14,25,,32,34,36,39,,51,61,74,81,85,95,99,123,142,144,152,161,185,197,200,203,207,221,236,247,257,291,308,332,352,376,406,426,450,472,508,539,560,583,606,627,659,679,708,754,779,811,836,900,948,997,1033,1084,1140,1188,1225,1253,1277,1326,1361,1426,1469,1510,1546,1612,1655,1690,1731,1772,1801,1818,1880,1891,1908,1925,1934,1955,1982,2007,2024,2050,2077,2105,2132,2153,2171,2191,2203,2210,2226,2249,2270,2312
co_municipality,co-atl,manatí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,3,,,4,5,,6,,,,,,,,,,,,,,7,,,8,,,,10,11,,15,,,,,24,,26,,,,27,28,,29,,30,32,36,,,37,,39,,44,,48,54,58,60,62,63,64,68,70,74,75,,,,,76,,80,84,89,90,93,95,105,120,131,154,156,161,164,167
co_municipality,co-atl,palmar de varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,18,22,,,,,,25,,,31,32,35,37,38,,40,,41,44,,,50,51,53,59,64,,,,70,71,74,,,77,,89,,,90,91,105,107,111,113,114,117,125,128,130,134,142,146,147,151,159,160,163,,178,183,191,193,208,213,,234,238,243,252,260,262,269,272,279,286,295,298,303,311,314,317,326,336,347,352,358,382,386,395,401,429
co_municipality,co-atl,piojó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,7,,8,,,,,,,,,,,,17,,,,,,,,22,,23,,,24,,,25,26,,,,,,32,,34,35,,,,,,,,,,,,,,,,,,,37,,,,,,,,
co_municipality,co-atl,polonuevo,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,5,,,,,,,,,,,,,7,,,,,,10,,,,,11,,,,12,15,,,,18,26,,31,32,,35,,45,50,,,55,,58,59,65,70,79,88,,92,93,97,100,104,107,114,115,136,137,143,146,158,164,171,173,182,188,192,196,210,217,224,233,238,,241,243,244,250,252,254,259,268,276,286,296,305,308,309,310,314,319,331,365
co_municipality,co-atl,ponedera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,6,,,,7,,,,,,,,,,,9,,10,,11,13,14,,,15,16,27,,,29,,31,37,38,,39,40,41,45,,46,,48,51,57,62,,64,67,71,75,80,81,82,83,87,93,95,97,103,105,109,111,112,119,121,124,125,128,132,139,141,148,155,,157,161,165,166,171,179,181
co_municipality,co-atl,puerto colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,,,6,10,11,,,,13,,,15,,17,19,21,23,25,27,29,31,32,,,33,,37,40,41,45,49,51,55,60,65,73,82,85,90,107,108,114,116,122,126,137,141,154,179,188,207,228,245,270,292,326,359,405,430,457,503,512,545,563,608,632,686,699,743,771,792,813,851,868,891,916,932,942,966,985,1019,1038,1043,1057,1078,1098,1110,1148,1163,1170,1182,1190,1206,1210,1224,1231,1234
co_municipality,co-atl,repelón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,3,4,7,8,11,15,16,,17,18,21,24,26,27,29,30,,,32,,34,,,,35,36,,37,38,,42,44,,45,46,,47,50,,51,53,54,60,61,,63,68,71,72,83,91,92,101
co_municipality,co-atl,sabanagrande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,5,,7,9,12,16,18,20,21,26,30,,,,,,,32,33,42,,61,66,,75,77,81,86,87,89,91,93,97,,,98,99,,100,102,108,110,120,124,126,137,144,149,153,161,181,,196,203,211,215,229,234,240,265,270,274,280,292,305,324,344,355,366,379,384,389,391,396,407,425,434,457,467,473,480,491,580,594,606,,611,614,621,627,634,637,,639,647,655,658,663,671,674,678,679,680,689,693,694,
co_municipality,co-atl,sabanalarga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,4,,5,,6,,,,,8,,19,22,26,30,,33,35,37,39,,41,42,44,61,,,65,,,68,,73,74,76,89,95,107,126,130,138,144,148,152,161,166,172,191,201,208,221,232,240,251,269,279,298,326,340,366,379,387,401,418,442,455,487,507,541,566,606,634,667,716,746,769,809,862,893,929,966,990,1020,1044,1064,1088,1122,1152,1193,1246,1286,1333,1361,1394,1418,1454,1496,1522,1542
co_municipality,co-atl,santa lucía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,4,,5,,7,9,10,,14,,,15,,,16,,,,,27,28,,,,30,,31,32,33,35,36,37,38,42,44,50,51,55,56,,63,84,85,86,,,87,,89,92,,,94,,,102,103,,104,105,109,,113,114,115,,118,
co_municipality,co-atl,santo tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,6,,9,,,,11,12,,,,,,15,16,,18,,,30,32,34,,35,36,,38,40,41,,,,,42,43,44,49,51,57,59,64,67,72,77,80,82,86,92,95,102,103,110,115,123,128,131,134,138,147,154,163,166,183,190,197,,203,212,216,240,256,269,275,290,309,316,334,351,357,374,387,409,422,428,434,447,458,473,477,495,511,517,530,546,555,568,574,580,598,607,617,621
co_municipality,co-atl,soledad,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,4,,8,9,10,,,,11,,,,,13,,,,14,,17,18,19,,22,25,,,35,44,46,53,61,74,82,101,124,133,145,161,173,188,208,233,246,262,268,368,412,476,538,567,620,639,696,792,799,827,851,910,947,963,979,996,1033,1094,1148,1202,1304,1351,1446,1516,1623,1776,1857,1952,2105,2248,2370,2444,2525,2621,2678,2813,2962,3074,3278,3504,3680,3820,4028,4281,4562,4845,5163,5559,5914,6176,6371,6518,6850,7061,7401,7625,7939,8114,8338,8582,8783,8998,9234,9380,9501,9647,9749,9900,10006,10157,10401,10565,10629,10717,10864,11012,11135,11280,11401,11533,11698,11779,11848,11975,12111,12199,12244
co_municipality,co-atl,suan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,5,,,,,,6,,7,8,10,12,,,,,13,,15,17,18,19,20,21,22,23,,25,28,34,36,39,41,43,46,52,,54,57,,59,,62,63,73,,,75,83,86,87,88,,91,98,99,,104,,105
co_municipality,co-atl,tubará,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,3,4,,,5,,,7,13,,,,,16,,19,22,23,25,27,30,41,,48,,51,52,55,,61,,63,68,72,73,78,79,98,103,105,108,111,113,118,,119,126,128,130,,155,164,181,186,189,,190,191,193,195,,196,201,206,208,220,223,247,252,256,257,259,272,279,280,282
co_municipality,co-atl,usiacurí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,,,,,,,11,12,17,,21,,27,29,,43,,,45,47,,,,48,56,,58,59,,60,63,80,84,87,88,,89,90,,93,104,,108,109,112,113,114,,,115,,,,116,118,123,124,131,133,140,143,146,148,153,,,,156,157,158
co_municipality,co-bol,achí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,4,5,6,7,10,,12,16,,17,27,,29,,,,
co_municipality,co-bol,altos del rosario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,4,,5,,,7,,,8,,,
co_municipality,co-bol,arenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
co_municipality,co-bol,arjona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,4,,,,,,,,,6,7,,,9,,,10,11,,,12,13,14,,16,,,,,17,,19,22,,24,25,26,,28,,29,30,,,,31,,33,36,38,41,46,47,48,49,55,70,71,81,86,87,90,96,103,111,114,120,122,124,134,139,145,154,160,167,171,176,177,,188,192,197,200,201,205,210,215,218,224,227,231,235,239,240,245,250,251,254,255,257,259,263,265,268,269,271,274,,275,278,279,285,286,
co_municipality,co-bol,arroyohondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,3,,,,,,,,
co_municipality,co-bol,barranco de loba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,4,,,,5,9,10
co_municipality,co-bol,calamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,10,12,,15,,19,20,,,,21,,22,,,,29,30,31,36,,38,,47,,,,,48,,,,51,,,,,52,,,,,,,,53,,,54,56,,58,,,,,,
co_municipality,co-bol,cicuco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,4,5,6,9,,,10,,,,,17,,,18,19,,27,,,28,29,33,35
co_municipality,co-bol,clemencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,3,,,,,,4,,,,5,,,,,,,,,,,,,,,6,,,,,8,9,,10,,11,,12,,13,,,,14,16,,,,,,,,,,,17,,,,,18,19,,,,,,
co_municipality,co-bol,córdoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,4,,5,7,,,,,17,,49,52,53,63,,64,75,77,80,83,86,97,99,101,104,113,128,131
co_municipality,co-bol,el carmen de bolívar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,3,,,5,,6,,10,,,,13,14,,21,,22,25,,,26,,,27,29,,31,32,,34,37,38,55,,57,,,,,,,62,,64,,68,70,72,79,99,100,103,,105,109,113,122,126,134,138,165,175,210,233,234,238,,242,253
co_municipality,co-bol,el guamo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
co_municipality,co-bol,el peñón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,4,5,,7,11
co_municipality,co-bol,hatillo de loba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,4,,,12,,,,,,
co_municipality,co-bol,magangué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,5,,6,,8,,,,10,16,22,,36,46,53,,54,56,57,58,67,73,79,82,87,95,100,103,125,127,132,138,145,148,164,170,186,205,209,218,223,233,254,266,291,317,332,365,373,382,395,420,447,510,528,541,547,562,592,618,632,674,777,796,814
co_municipality,co-bol,mahates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,3,4,11,15,,17,18,22,28,,32,,,48,49,50,51,,,,,,,52,53,,54,56,,,58,,60,,,61,,63,64,66,,,,,,,67,,,,,68,69,70,71,,,,,72,,73,,75,
co_municipality,co-bol,margarita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
co_municipality,co-bol,maría la baja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,,,,,,,4,,,,,,,,,,,,,,,7,13,,14,,,15,,16,18,,,,19,,,,,,,,20,,,,,21,,22,23,24,,27,33,,34,,,,,35,,,,,,,,
co_municipality,co-bol,mompós,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,,,4,,5,,6,7,,9,10,,,,,,,11,,13,,14,24,26,,28,30,35,39
co_municipality,co-bol,montecristo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,3,,4,,5,6,8,,,,9,,,,,,,,,10,,,
co_municipality,co-bol,morales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,3
co_municipality,co-bol,norosí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,4,,,,5,,
co_municipality,co-bol,pinillos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,7,10,13,,,27,43,,,45,46,47
co_municipality,co-bol,regidor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,
co_municipality,co-bol,río viejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
co_municipality,co-bol,san cristóbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,,,,7,,,,,,8,,,9,,13,,,,,,,,,,,,,,,14,15,16,,,,,,,17,18,19,21,22,,,,,,,,
co_municipality,co-bol,san estanislao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,3,,,,,,,,,,,,,,,,,4,,,,,5,
co_municipality,co-bol,san jacinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,6,,,,,8,,,,9,,,,,,,,13,,,,,,19,21,22,,,,,,26,27,32,39,41,46,,58,,,,
co_municipality,co-bol,san jacinto del cauca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,4,,,7,,,8,12,,14,,,,,,,
co_municipality,co-bol,san juan nepomuceno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,6,,,,,,,,,,,,,,,7,,,,,,9,13,,14,15,,16,,17,,,,22,,,25,26,28,,29,30,,31,,32,33,,34,,,,,37,,39,40,42,46,49,,50,,,,,51,55,56,58,64,65,70,,,72,,,74
co_municipality,co-bol,san martín de loba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
co_municipality,co-bol,san pablo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,6,,,,,,,,,,,,,,,7,,,,9,,,,,10,,,,,16,18,,,20,26,,32,,33,34,,,35,,37,38,39,41,44,47
co_municipality,co-bol,santa catalina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,12,14,15,,,,,16,,,,,,,,,,,,17,,,,,,,,,18,,,,
co_municipality,co-bol,santa rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,3,,,,,4,,,,5,,,6,7,,9,10,,,11,13,14,,,15,,,,19,20,22,23,27,,28,,,,,29,30,33,34,37,,38,42,,,44,,45,,,,,46,47,49,50,,51,52,53,,,,55,57,58,62,,,,,63,64,66,70,,73,75,76,,77,78,79,80,81,84,85,87,88,,,90,,91,93,94,,,,,,97,,,98
co_municipality,co-bol,santa rosa del sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,7,,9,10,,11,,,14,30,31,40,,44,53,123,134,,,,,135,,,136,137,,139
co_municipality,co-bol,soplaviento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,9,,,,,10,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,18,
co_municipality,co-bol,talaigua nuevo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,3,4,,,
co_municipality,co-bol,tiquisio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,4,,,,,8,,,,,,,9,10,,,,,,,,,,,,,11,,,,,,,,,,,,14,15,16,,,18,23,25,,,,46,,48,,50,52,55
co_municipality,co-bol,turbaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,5,,,6,,,,,,,,,,7,,,,9,10,,,11,,12,13,,,,14,15,,,17,19,20,,,21,,,,22,23,25,,26,27,30,32,35,39,41,43,45,47,57,59,61,65,,70,71,,72,77,78,81,82,84,87,90,96,,101,102,109,119,124,130,133,135,139,146,150,156,157,173,178,181,185,200,210,223,235,248,254,269,284,290,300,321,324,347,355,366,378,386,402,421,435,442,458,469,484,496,506,524,525,534,540,549,554,567,578,585,615,622,625,633,636,642,662,672,676,683
co_municipality,co-bol,turbaná,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4,,,5,,6,,,7,,,,8,10,,,12,13,,15,16,17,,,18,20,,22,23,,,,24,25,26,27,,28,29,,,,30,32,34,,36,39,44,45,,46,,48,51,53,,,54,55,56,60,61,64,66,68,69,,,70,73,,74,,,,75,,,,76,,,78,80,,,81
co_municipality,co-bol,villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,8,,,11,,14,,,15,19,,,20,22,23,,,,24,,,,,25,,,,26,27,29,31,,34,35,,37,39,40,41,45,46,49,,,,52,56,,,57,,58,59,61,,,,64,,66,,,,67,,,68,,72,73,,,,,74,78,79,,81,82,,83,,84,85,,,
co_municipality,co-bol,zambrano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,4,5,,,6,,,,,,7,10,,12,,14,15,16,,19,20,26
